开课院系,课程号,课序号,课程名,学分,主讲教师,本科生课容量,本科生课余量,研究生课容量,上课时间,掉课率
材料学院,350121,90,在实验中认识材料,1,赵玉珍,20,17,0,(前八周),18.502858985542403
材料学院,350151,90,增材制造-3D打印技术原理与实践,1,刘蓉翾,20,1,0,(后八周),12.685548944159073
材料学院,350181,90,神奇的氧化物,1,沈洋,80,0,0,1-6(前八周),44.28309907981908
数学教学中心,420033,90,数学模型,3,谢金星,100,92,0,2-6(全周),17.80199301219692
数学教学中心,420204,0,科学与工程计算基础,4,黄忠亿,35,4,0,"3-1(全周),1-3(全周)",18.41263460357426
数学系,420222,90,现代数学前沿概览,2,周坚,30,19,0,1-1(全周),12.38202436498263
物理系,430093,90,天文学导论,3,张有宏,180,94,0,2-6(全周),11.516546881520647
化学系,440012,90,化学与社会,2,李景虹,140,123,0,2-6(全周),16.288760838190846
化学系,440051,90,磷与生命化学,1,李艳梅,18,3,0,1-1(前八周),11.436020494716532
化学系,440112,90,现代红外光谱学,2,周群,22,18,0,2-6(全周),14.441296168390494
生命学院,450012,0,生态学,2,陈功,50,0,0,2-1(全周),47.33512630057843
生命学院,450182,90,生命科学简史,2,杨扬,50,0,0,3-1(全周),32.039525884476205
生命学院,450192,91,花卉鉴赏,2,王菁兰,60,0,0,1-1(全周),42.070907486345554
生命学院,450192,92,花卉鉴赏,2,王菁兰,60,0,0,2-1(全周),44.29314005971036
生命学院,450271,90,大学生物学实验,1,王洪钟,90,56,0,(3-13周),16.650020105746325
生命学院,450321,91,趣味微生物学实验,1,麻彩萍,20,0,0,"5-3(2-6周),5-4(2-6周)",39.00708390745918
生命学院,450321,92,趣味微生物学实验,1,麻彩萍,20,12,0,"5-4(8-10,12-13周),5-3(…",11.155387092797424
生命学院,450321,93,趣味微生物学实验,1,麻彩萍,20,0,0,"6-4(8-9,12-14周),6-3(8…",37.69640605222463
生命学院,450331,90,演化-生命的源流,1,单晓昳,60,0,0,3-6(前八周),36.81844484328455
生命学院,450342,90,动物行为学,2,张伟,80,0,0,2-6(全周),37.230021623847996
生命学院,450352,90,植物的智慧,2,王菁兰,20,0,0,2-4(全周),33.659206772379534
生命学院,450372,90,鸟类学导论,2,陈功,50,0,0,4-1(全周),41.731362052730915
生命学院,450381,90,超级电子显微术与其展现的生命世界,1,李赛,24,0,0,2-6(前八周),32.37517595448906
地学系,460133,90,海洋学概论,3,徐芳华,40,5,10,1-6(全周),11.991417859514696
地学系,460182,90,全球生物多样性保护,2,杨军,25,19,10,"1-4(1-11周),1-3(1-11周)",12.681358896057706
经管学院,510133,90,会计学原理,3,许达,60,7,0,3-6(全周),12.833039100654258
经管学院,510163,90,保险学原理,3,王珺,20,11,0,1-6(全周),11.396872491492445
经管学院,510232,91,技术创新管理,2,李习保,47,28,0,2-6(全周),18.327445412327258
经管学院,510232,92,技术创新管理,2,李习保,25,5,0,3-6(全周),13.366236527755515
经管学院,510311,90,牛鞭效应－供应链管理入门,1,陈剑,15,6,0,1-6(前八周),17.146316829002142
经管学院,510353,90,经济博弈论,3,钟笑寒,57,0,0,2-6(全周),37.864169063160226
经管学院,510392,90,创业管理,2,杨德林,30,17,0,"2-6(前八周),4-6(前八周)",10.409238685120421
经管学院,510433,90,对策、决策与排队论,3,杨柳,45,3,0,4-6(全周),17.206507087697368
经管学院,510602,90,创业训练营,2,杨德林,30,23,0,"3-6(前八周),1-6(前八周)",12.574789894504892
经管学院,510722,0,组织行为学,2,卢舒野,50,28,0,2-6(全周),14.704902536482612
经管学院,511142,0,领导力提升,2,曲庆,34,21,0,1-6(全周),17.058169039053194
经管学院,511182,90,创新与人类文明,2,陈劲,57,22,0,"3-6(前八周),1-6(前八周)",16.184159510979484
公管学院,590043,90,中国国情与发展,3,胡鞍钢,180,113,0,2-6(全周),17.90147743545532
公管学院,590052,90,中国的统一与台湾问题,2,殷存毅,120,0,0,4-6(全周),49.16199667009097
公管学院,590062,90,腐败的政治经济学,2,过勇,50,0,0,3-6(全周),49.599371522704665
公管学院,590072,90,讲好知识的故事,2,梅赐琪,41,0,0,3-6(全周),37.19486802471574
公管学院,590082,90,数字治理：法律、政策与实践,2,陈天昊,100,19,0,5-6(全周),15.987272733103882
金融学院,600022,90,中美贸易争端和全球化重构,2,鞠建东,270,112,10,2-6(1-12周),18.719604587305138
外文系,641452,91,英语文学中的中国形象,2,孙赛茵,20,11,0,2-2(全周),19.5114753298646
外文系,641452,92,英语文学中的中国形象,2,孙赛茵,20,1,0,2-4(全周),17.004374662836536
外文系,641452,93,英语文学中的中国形象,2,孙赛茵,20,6,0,3-2(全周),11.538715751310797
外文系,641452,94,英语文学中的中国形象,2,孙赛茵,20,4,0,3-4(全周),18.852695098253108
外文系,641662,90,莎士比亚悲剧与喜剧精读,2,刘昊,30,1,0,2-6(全周),15.01876825329268
外文系,641842,90,历史中的翻译,2,郑文博,25,11,0,4-2(全周),17.284402997435144
外文系,642223,90,探索人类语言的奥秘,3,徐婷,20,0,0,"2-4(全周),2-3(全周)",42.015474870216764
外文系,642233,90,环境文学读写,3,宋丽丽,35,18,0,2-2(全周),12.625897393388492
外文系,642272,90,印度文明,2,姜景奎,50,0,0,2-6(全周),40.23612878846875
法学院,660122,90,知识产权法,2,冯术杰,100,74,10,"3-6(前八周),4-6(前八周)",11.893449313436653
法学院,660132,90,合同法,2,汪洋,110,3,10,2-6(全周),13.606598630896434
法学院,660242,90,法律与神话传说,2,李平,190,0,10,5-6(全周),40.57829856020226
法学院,660263,90,法律思维,3,刘晗,60,0,0,5-2(全周),40.81014763247896
法学院,660293,90,法律人类学导论,3,赵晓力,25,9,10,5-2(全周),13.565437576269161
新闻学院,670143,90,电影文化,3,尹红,150,0,10,1-6(全周),35.14814444756071
新闻学院,670362,90,媒介素养综合知识与实践,2,覃川,40,0,0,3-6(1-11周),42.876751622667655
新闻学院,670372,90,欧洲媒体、文化与社会,2,张莉,20,0,5,"2-4(单周),2-3(单周)",39.302972316862345
新闻学院,670403,90,镜头中的国家与社会,3,梁君健,50,0,5,2-6(全周),36.05607533821052
新闻学院,670413,90,视听语言与短片创作,3,司若,30,0,5,"2-4(全周),2-3(全周)",49.91801459536974
新闻学院,670442,90,人际传播与公共演讲,2,匡恺,28,17,0,4-6(1-11周),16.66342554961363
马克思主义学院,680211,1,改革开放史(“四史”),1,鄢一龙,80,0,0,1-2(后八周),33.78765319308803
人文学院,690062,90,围棋与中国文化,2,方天丰,200,0,0,4-6(全周),42.46476179243611
人文学院,690092,90,逻辑学概论,2,陈为蓬,100,8,0,4-1(全周),19.597269566671002
人文学院,690262,90,《老子》与《论语》,2,陈怡,190,60,0,"1-6(1-7周),3-6(1-7周)",14.836753159901338
人文学院,690302,90,昆曲艺术欣赏,2,陈为蓬,50,0,10,2-6(全周),30.009544862949245
人文学院,690542,90,儒学概论,2,程钢,32,8,0,3-6(全周),19.847400109659702
人文学院,690552,90,西方文学思潮与作品,2,张玲霞,170,119,0,3-2(1-11周),15.503839873209307
人文学院,690602,90,创新人才与大学文化,2,蔡文鹏,180,162,0,1-4(全周),19.405459153536626
人文学院,690622,90,中国古典诗歌研究与赏析,2,孙明君,180,4,0,2-6(全周),10.934762106829204
人文学院,690651,91,文化素质教育讲座（1）,1,蔡文鹏,200,200,0,"4-4(全周),4-3(全周)",16.460425056498185
人文学院,690672,90,《庄子》导读,2,陈怡,190,98,0,"4-6(1-7周),2-6(1-7周)",18.524312579244363
人文学院,690912,90,清史概要,2,戚学民,50,0,0,4-6(全周),34.38428257025956
人文学院,691153,90,不朽的艺术：走进大师与经典,3,肖鹰,60,5,0,(全周),11.56966733742847
人文学院,691502,90,中文应用文写作,2,蔡文鹏,30,6,0,2-3(全周),13.719610441489834
人文学院,691523,90,西方文艺复兴与早期现代艺术史,3,孙晶,40,1,0,2-6(全周),19.14891595654791
人文学院,691583,90,佛教哲学概论,3,圣凯,150,34,5,4-6(全周),12.447066954249387
人文学院,691652,0,生命科学史,2,陆伊骊,30,29,0,"3-4(后八周),1-4(后八周)",12.467470541385445
人文学院,691692,0,现代西方科学哲学,2,王巍,105,10,0,4-6(全周),18.23449563938501
人文学院,691762,0,当代科学中的哲学问题,2,王巍,105,34,0,3-6(全周),10.74915744430729
人文学院,691833,0,拉丁语基础（2）,3,蒋澈,40,19,5,2-6(全周),11.924152524009159
人文学院,691872,90,故宫学,2,章宏伟,80,0,0,4-6(全周),40.1032244535811
人文学院,691903,90,古典社会学思想,3,李康,100,66,0,"3-4(全周),3-3(全周)",18.270875506830556
人文学院,691913,90,《红楼梦》导读,3,曹立波,60,0,0,2-6(全周),45.471196268611216
人文学院,691932,90,书法与篆刻创作,2,刘克明,100,40,10,4-6(1-12周),11.74202635370986
人文学院,692073,0,出土文献与楚史楚文化,3,魏栋,50,18,5,1-6(全周),14.379854704071597
人文学院,692091,90,人际沟通,1,廖彬超,20,0,0,3-1(前八周),33.74741136776734
人文学院,692172,0,科学仪器史,2,王哲然,20,0,0,3-6(全周),38.112531986542976
人文学院,692212,0,达尔文革命,2,陆伊骊,30,29,0,"5-2(后八周),2-2(后八周)",10.699000663497312
人文学院,692333,90,中国女性日常生活专题,3,冯乃希,50,6,0,"3-4(全周),3-3(全周)",13.338352636276085
人文学院,692342,0,科学博物馆学,2,刘年凯,30,3,0,3-4(全周),17.724448495128435
人文学院,692402,90,书法临摹与创作,2,戚学民,50,4,0,2-6(全周),12.915252442301442
人文学院,692422,0,全球卫生史,2,沈宇斌,30,8,0,4-6(全周),18.244022791113665
人文学院,692482,90,犹太文明：在传统与创新之间,2,宋立宏,50,6,0,4-2(全周),17.100664547271094
人文学院,692492,0,古代世界的科技与文明,2,鲁博林,50,29,0,2-6(全周),11.479174174284987
人文学院,692502,0,中西科技交流史,2,孙承晟,50,47,0,2-4(全周),16.756978617994314
社科学院,700052,0,大学生心理健康,2,钱静,50,0,0,1-3(全周),45.12647735313056
社科学院,701332,90,性别与科技,2,洪伟,40,7,0,5-2(全周),18.48776097610149
社科学院,701413,90,欧洲联盟与中欧关系,3,史志钦,35,8,0,"3-4(全周),3-3(全周)",19.36052711271232
社科学院,701512,90,中国宏观经济分析,2,靳卫萍,30,0,0,3-4(全周),36.915126456713864
社科学院,701522,90,生活中的经济学,2,靳卫萍,30,0,0,3-3(全周),36.33168644076461
社科学院,701702,90,当代世界政治重大议题研讨,2,刘瑜,20,0,0,1-2(全周),38.996759316168465
社科学院,701723,90,中美关系：问题与政策,3,达巍,50,35,0,1-2(全周),16.8775329613354
社科学院,701792,90,战争与经济发展,2,徐志浩,110,89,30,"4-1(后八周),4-2(后八周)",17.45917157817665
社科学院,701812,90,空间、技术与政治哲学,2,孙宇辰,40,0,0,4-6(全周),43.38603380519483
社科学院,701823,90,阅读亚当·斯密：道德、经济与政治,3,孙宇辰,20,0,0,1-6(全周),42.29706175863261
计算机系,740043,91,C++语言程序设计,3,郑莉,60,32,10,2-6(全周),16.690181394469725
计算机系,740043,92,C++语言程序设计,3,郑莉,70,49,0,3-6(全周),12.454268711394006
计算机系,740043,93,C++语言程序设计,3,李超,50,18,0,3-4(全周),13.097091008528892
计算机系,740103,90,操作系统,3,谌卫军,70,57,0,1-6(全周),19.748470286145135
计算机系,740113,90,VC++面向对象与可视化程序设计,3,黄维通,90,42,0,3-6(全周),15.980642783127413
计算机系,740182,90,并行计算基础,2,薛巍,50,25,0,"3-6(前八周),1-6(前八周)",16.789454429141855
计算机系,740262,90,工业数据挖掘与分析,2,徐华,35,22,40,1-4(全周),19.44403961247598
计算机系,740282,91,计算机程序设计基础（Python）,2,乔林,130,28,0,5-2(全周),11.850620544900439
计算机系,740282,92,计算机程序设计基础（Python）,2,乔林,130,0,0,5-6(全周),93.43824515188317
图书馆,750011,91,图书馆概论,1,韩丽风,60,43,0,2-2(前八周),15.195373130725143
艺教中心,780051,91,舞蹈欣赏与实践,1,邢高熙,40,0,0,2-4(全周),48.94683634975688
艺教中心,780051,92,舞蹈欣赏与实践,1,邢高熙,40,0,0,2-6(全周),30.63497173287645
艺教中心,780461,91,钢琴入门与音乐基础,1,黄垚,12,0,6,2-3(全周),48.801967693934046
艺教中心,780461,92,钢琴入门与音乐基础,1,黄垚,12,0,6,2-5(全周),34.86219670703736
艺教中心,780461,93,钢琴入门与音乐基础,1,黄垚,12,0,6,3-3(全周),49.17992218391878
艺教中心,780461,94,钢琴入门与音乐基础,1,黄垚,12,0,6,3-5(全周),31.71728877506106
艺教中心,780611,90,民族管弦乐合奏(2),1,吕建强,60,60,0,7-6(全周),19.801714099879476
艺教中心,780621,90,管弦乐合奏(2),1,刘欣欣,60,60,0,7-6(全周),12.635458473904599
艺教中心,780631,90,管乐合奏(2),1,张柏赫,60,60,0,5-6(全周),14.015801681409073
艺教中心,781061,91,国际标准舞表演(4),1,高斌,40,40,0,"6-3(全周),6-4(全周)",12.325073103750038
艺教中心,781061,92,国际标准舞表演(4),1,高斌,40,40,0,6-6(全周),15.870930049880291
艺教中心,781071,90,独唱重唱艺术表演(4),1,丁毅,50,50,10,5-6(全周),10.168898769501594
艺教中心,781081,90,独舞与多人舞艺术表演(4),1,邢高熙,30,30,10,"7-4(全周),7-3(全周)",18.893126731458235
艺教中心,781151,90,音乐会管乐合奏(2),1,张柏赫,50,50,0,6-6(全周),19.871855625699865
艺教中心,781181,90,西方弦乐合奏训练(1),1,刘欣欣,60,60,0,"7-4(全周),7-3(全周)",14.047770624214838
艺教中心,781271,90,合唱艺术(2),1,丁毅,70,70,10,"7-4(全周),7-3(全周)",19.759778211079016
艺教中心,781431,90,舞蹈基础(2),1,邢高熙,30,30,10,"6-6(全周),6-5(全周)",15.028995557939082
艺教中心,781491,90,京剧基本功训练(2),1,林叶青,50,50,0,5-6(全周),17.108984489065158
艺教中心,781591,90,话剧创作与导演、表演实践(2),1,肖薇,60,60,5,7-2(全周),17.383584982300107
艺教中心,781651,90,美术实践与创作(2),1,马文甲,50,50,0,6-6(全周),16.29122120778691
艺教中心,781761,90,管乐合奏初步,1,张柏赫,50,50,0,"7-4(全周),7-3(全周)",16.60382439048518
艺教中心,781882,90,多元文化中的音乐现象,2,罗薇,120,0,0,1-6(全周),30.306990582754942
艺教中心,781892,90,20世纪中国歌曲发展史,2,吕建强,130,45,0,1-3(全周),11.970079209402801
艺教中心,781912,90,戏曲与中国传统文化,2,林叶青,50,0,0,2-4(全周),37.41158702989307
艺教中心,781981,90,音乐会合唱（4）,1,丁毅,60,60,10,7-6(全周),18.780719536822936
艺教中心,781991,91,浪漫主义与二十世纪钢琴作品演奏（4）,1,吴纯,36,36,0,"4-4(全周),4-3(全周)",16.882512094425216
艺教中心,781991,92,浪漫主义与二十世纪钢琴作品演奏（4）,1,吴纯,24,24,0,4-6(全周),14.788382157257292
艺教中心,782041,90,中国当代舞蹈经典(2),1,张伟,20,20,5,"7-2(全周),7-1(全周)",11.69483991213598
艺教中心,782152,90,西方音乐史,2,康啸,200,0,0,2-6(全周),37.77905890686127
艺教中心,782221,90,现代舞基础,1,黄晓夏,37,0,3,3-4(全周),41.93728377915689
艺教中心,782231,91,中国民族舞基础,1,栾洋,30,0,2,5-3(全周),31.288187966901834
艺教中心,782231,92,中国民族舞基础,1,栾洋,30,0,2,5-4(全周),31.472749017558737
艺教中心,782261,91,琵琶演奏基础,1,马宇卉,13,0,2,2-3(全周),35.817695616037504
艺教中心,782261,92,琵琶演奏基础,1,马宇卉,13,0,2,3-3(全周),38.72509547879271
艺教中心,782321,91,声乐基础训练,1,付林波,21,0,1,4-5(全周),46.43394746243989
艺教中心,782321,92,声乐基础训练,1,付林波,21,0,1,4-6(全周),38.80255108788345
艺教中心,782331,90,京剧艺术赏析,1,周梦梅,195,0,5,5-4(双周),35.52856345945586
艺教中心,782431,90,曲艺表演基础训练（2）,1,赵洪,20,20,0,7-6(全周),13.972773430620009
艺教中心,782481,90,中国少数民族舞中级班,1,黄晓夏,20,5,5,3-5(全周),11.275349323606864
艺教中心,782511,91,声乐基础提高,1,付林波,17,0,1,3-5(全周),48.63833456455613
艺教中心,782511,92,声乐基础提高,1,付林波,17,0,1,3-6(全周),34.079112616525734
艺教中心,782591,91,现代舞中级班,1,黄晓夏,20,0,5,4-5(全周),42.81755071319132
艺教中心,782691,90,小提琴演奏基础,1,王梦词,15,0,3,1-4(全周),35.79334274275157
艺教中心,782712,90,西方弦乐艺术探究,2,刘欣欣,80,17,0,5-5(全周),11.45808129266851
艺教中心,782732,90,基本乐理与视唱练耳,2,谢鹏,20,4,5,1-3(全周),12.920210573213124
艺教中心,782741,90,舞蹈文化与审美,1,张伟,120,9,5,4-6(前八周),15.242772666457743
艺教中心,782761,90,京剧表演史论与生行艺术实践,1,周梦梅,23,3,2,3-3(全周),10.524164391982577
艺教中心,782771,90,京剧表演史论与旦行艺术实践,1,胡馨元,23,2,2,3-4(全周),12.023574384643478
艺教中心,782791,90,小提琴演奏基础(2),1,王梦词,13,0,3,1-5(全周),49.12054128105615
艺教中心,782801,90,西方音乐与观念,1,吕建强,130,81,0,2-3(全周),14.653446101834646
艺教中心,782861,90,古琴演奏及古琴作品赏析,1,陈璨,13,0,2,3-3(全周),40.466189493714694
艺教中心,782871,90,硬笔书法赏析与实践,1,邓俊辉,20,0,0,3-6(单周),41.406935760691894
艺教中心,782902,90,戏剧剧本进阶写作,2,曾夏琰,14,7,2,5-5(全周),15.831117568919435
艺教中心,782912,90,戏剧剧本基础写作,2,付桂生,20,0,0,2-3(全周),48.878471223067876
艺教中心,782942,90,歌曲编配理论与制作,2,程远,13,0,2,"2-3(7-16周),2-3(1-6周)",45.40924032141986
艺教中心,782962,90,电影音乐创作,2,程远,13,0,2,"2-5(7-16周),2-5(1-6周)",36.60474660248701
艺教中心,782992,90,类型电影创意设计与剧本写作,2,曾夏琰,14,0,2,5-6(全周),34.788314633581585
艺教中心,783001,90,古琴演奏提高班,1,陈璨,13,1,2,3-4(全周),13.415975454514346
艺教中心,783032,90,表导演基础,2,肖薇,24,0,0,2-6(全周),44.49602477909754
艺教中心,783052,90,中外名剧赏析,2,林叶青,50,0,0,2-6(全周),33.097141612182796
艺教中心,783061,90,芭蕾美育与芭蕾基训,1,邹之瑞,30,5,0,3-3(全周),12.208544833685831
艺教中心,783132,90,原创剧本基础写作（2）,2,曾夏琰,18,18,2,"6-3(全周),6-4(全周)",14.90002806581915
艺教中心,783192,90,电影编剧艺术,2,曾夏琰,110,0,10,5-4(全周),45.34518846578989
艺教中心,783202,90,交响音乐赏析,2,吕建强,130,0,0,2-4(全周),37.78018815882929
艺教中心,783212,90,音乐剧作品研读,2,罗薇,25,0,10,2-3(全周),49.19130593913152
艺教中心,783252,90,西方经典歌剧赏析,2,丁毅,120,5,0,5-4(全周),16.40646527210275
艺教中心,783262,90,非遗中国舞蹈——历史与传承,2,邢高熙,50,20,10,3-4(全周),12.954660313893928
艺教中心,783271,90,舞蹈创意实践与表达,1,黄晓夏,22,10,10,4-6(全周),11.017207079759835
美术学院,801572,0,服饰色彩,2,李莉婷,30,3,0,"2-4(前八周),2-3(前八周)",13.885161197809332
美术学院,801582,0,材料再造,2,王悦,30,2,0,"2-4(后八周),2-3(后八周)",12.489059710445659
美术学院,801652,0,编排设计,2,贺婧,35,0,0,"2-4(后八周),2-3(后八周)",36.247238854963015
美术学院,802122,0,标志设计,2,何洁,25,0,0,"3-4(前八周),3-3(前八周)",30.86168235940952
美术学院,802252,0,摄影美学,2,温海成,60,0,0,"2-4(后八周),2-3(后八周)",44.773592622741496
美术学院,803362,0,建筑装饰,2,李飒,35,16,0,"1-4(前八周),1-3(前八周)",15.533198239888705
美术学院,803492,0,陈设设计,2,李飒,35,0,0,"1-4(后八周),1-3(后八周)",35.38017503533938
美术学院,803521,90,绿色设计,1,周浩明,40,1,0,"1-4(1-4周),1-3(1-4周)",14.36654927218726
美术学院,803662,0,展示设计,2,汪建松,40,16,0,"3-4(后八周),3-3(后八周)",13.836333094348113
美术学院,803973,90,陶艺基础—拉坯成型,3,董素学,15,0,0,"3-4(1-12周),3-3(1-12周)",45.734767770720055
美术学院,803984,0,陶瓷艺术,4,刘润福,15,0,0,"2-4(全周),2-3(全周)",48.12900859613336
美术学院,804202,90,服饰搭配与制作,2,吴波,20,0,0,"2-4(5-12周),2-3(5-12周)",35.133385800327815
美术学院,804302,0,漆塑艺术创作,2,杨佩璋,20,0,0,"3-4(前八周),3-3(前八周)",42.73851561443772
美术学院,804322,0,商业展示设计,2,周艳阳,35,0,0,"3-4(后八周),3-3(后八周)",44.84344612951497
美术学院,804352,90,金属艺术,2,王晓昕,15,0,0,"1-4(1-4周),1-3(1-4周),…",35.712275454913275
美术学院,804402,0,设计心理学导论,2,蒋红斌,40,0,0,"2-4(前八周),2-3(前八周)",32.68387067669584
美术学院,804822,0,经典工笔花鸟画临摹,2,丁荭,20,0,0,"3-4(前八周),3-3(前八周)",35.487929431840655
美术学院,804853,0,西方油画临摹与欣赏,3,于婉莹,20,0,0,"2-4(3-8周),2-3(3-8周),…",43.62465494196756
美术学院,804892,0,实验雕塑(4),2,宿志鹏,25,0,0,"2-4(后八周),2-3(后八周)",47.5844278238634
美术学院,804902,0,实验雕塑(3),2,魏二强,25,0,0,"2-4(前八周),2-3(前八周)",43.39094634915918
美术学院,804943,0,笔墨基础（山水技法）,3,刘利平,20,9,0,"3-4(9-12周),3-3(9-12…",13.997906601043859
美术学院,805132,90,陶艺创作,2,吴昊宇,10,0,0,"3-3(11-14周),1-4(11-14…",47.55966440973201
美术学院,805262,0,纤维艺术,2,岳嵩,20,0,0,"3-4(后八周),3-3(后八周)",45.541869940292315
美术学院,805412,90,中国画艺术赏析与实践,2,王巍,20,0,0,"5-3(13-16周),2-4(13-1…",45.698909557466195
美术学院,805552,0,油画（人物）,2,韩博,30,12,0,"1-4(后八周),1-3(后八周)",14.948743434026719
美术学院,805562,0,陶瓷赏析与创作练习,2,董素学,15,0,0,"2-4(前八周),2-3(前八周)",35.30883382521611
美术学院,805572,0,速写,2,周爱民,30,4,0,"3-4(前八周),3-3(前八周)",19.897873143398485
美术学院,805582,0,插画设计,2,张柏萌,30,24,0,"3-4(后八周),3-3(后八周)",12.560778770338136
美术学院,805592,0,图形创意编程,2,师丹青,35,6,0,"3-4(后八周),3-3(后八周)",16.70259511511461
美术学院,805602,0,中外设计论著导读,2,周志,30,16,0,"2-4(前八周),2-3(前八周)",15.506885366775583
美术学院,805612,0,公共设施设计,2,刘强,35,24,0,"5-4(前八周),5-3(前八周)",13.821135694065278
美术学院,805622,0,西方基督教美术,2,张敢,30,5,0,"2-4(后八周),2-3(后八周)",18.95142489933305
美术学院,805632,0,装饰艺术,2,李秉孺,20,13,0,"3-4(后八周),3-3(后八周)",11.668947468464445
美术学院,805642,0,木雕创作,2,陈辉,15,0,0,"2-4(前八周),2-3(前八周)",47.82641707395717
美术学院,805652,0,编辑设计,2,贺婧,30,3,0,"2-4(前八周),2-3(前八周)",14.197493932210072
美术学院,805662,0,金属雕塑创作,2,董书兵,15,0,0,"2-4(后八周),2-3(后八周)",37.32710953783964
美术学院,805672,90,人工智能与艺术设计,2,米海鹏,30,0,0,"2-4(前八周),2-3(前八周)",85.88683738885267
美术学院,805682,0,生活陶瓷器皿创作,2,吴昊宇,15,0,0,"2-4(后八周),2-3(后八周)",34.88260249169427
安全学院,930012,90,探索未来城市：智慧、韧性与可持续,2,黄弘,30,3,0,1-6(全周),19.80570463727592
安全学院,930022,90,走近安全-漫谈国家安全,2,申世飞,100,0,0,2-6(全周),43.01691922538927
安全学院,930072,90,安全科学的输运基础,2,翁文国,50,47,0,4-6(全周),19.375934419854588
卫健学院,960012,90,地球、环境与人类社会和人类健康,2,底骞,30,8,0,2-6(全周),19.788883620962764
核研院,1010012,90,化学简史,2,陆跃翔,30,2,0,1-6(全周),16.273851670121836
教研院,1030052,90,社会科学研究方法论导论,2,阎琨,30,0,0,5-3(全周),43.24295851240816
教研院,1030202,0,教育政策与领导,2,王传毅,35,18,0,3-6(1-12周),11.799841737914518
教研院,1030242,90,学校领导实务,2,靳天宇,17,8,8,"3-4(前八周),3-3(前八周)",18.192482571062985
教研院,1030251,90,家庭教育导论,1,魏军,27,2,3,3-6(1-6周),15.983511421808178
教研院,1030262,90,中国传统教育经典选读,2,李立国,35,31,0,2-6(全周),12.295920145171673
网络研究院,1120023,90,计算机网络管理,3,王会,30,18,0,5-2(全周),16.17713776303914
训练中心,1510022,90,工业系统概论,2,汤彬,20,6,0,1-6(1-13周),18.05779180587493
训练中心,1510152,90,现代加工技术与实践,2,徐伟国,10,3,6,6-1(全周),12.271511884603637
训练中心,1510162,100,制造工程体验,2,罗勇,16,3,2,"2-2(全周),2-1(全周)",13.312458256717342
训练中心,1510162,101,制造工程体验,2,罗勇,16,0,2,"2-4(全周),2-3(全周)",33.44597697241821
训练中心,1510162,102,制造工程体验,2,董宝光,22,0,0,"2-4(全周),2-3(全周)",34.2571174694911
训练中心,1510162,103,制造工程体验,2,董宝光,22,0,0,"3-4(全周),3-3(全周)",42.802194303164455
训练中心,1510162,104,制造工程体验,2,董宝光,22,3,0,"5-4(全周),5-3(全周)",14.344543614713464
训练中心,1510162,105,制造工程体验,2,张琦,16,0,0,"5-2(全周),5-1(全周)",30.852406603442443
训练中心,1510162,106,制造工程体验,2,张琦,16,0,0,"5-4(全周),5-3(全周)",49.19280699109271
训练中心,1510162,107,制造工程体验,2,李璠,18,2,0,"1-4(全周),1-3(全周)",17.618313255396814
训练中心,1510162,108,制造工程体验,2,李璠,18,2,0,"5-4(全周),5-3(全周)",12.186973954562053
训练中心,1510162,109,制造工程体验,2,王健美,18,0,0,"5-2(全周),5-1(全周)",49.18274163946725
训练中心,1510162,110,制造工程体验,2,王健美,18,0,0,"5-4(全周),5-3(全周)",49.848825077596075
训练中心,1510162,111,制造工程体验,2,徐静阳,18,3,2,"2-4(全周),2-3(全周)",18.236437279375863
训练中心,1510162,112,制造工程体验,2,徐静阳,18,11,2,"3-4(全周),3-3(全周)",16.632174040947998
训练中心,1510162,91,制造工程体验,2,汤彬,18,0,0,"1-4(全周),1-3(全周)",33.274075312543246
训练中心,1510162,92,制造工程体验,2,李双寿,18,0,2,"2-4(全周),2-3(全周)",42.826387261338425
训练中心,1510162,93,制造工程体验,2,彭世广,18,0,0,"2-4(全周),2-3(全周)",47.450683886113694
训练中心,1510162,94,制造工程体验,2,彭世广,18,4,0,"3-4(全周),3-3(全周)",16.38916974880564
训练中心,1510162,95,制造工程体验,2,杨建新,18,2,2,"5-2(全周),5-1(全周)",14.48392507465853
训练中心,1510162,96,制造工程体验,2,郭巍,18,0,2,"5-4(全周),5-3(全周)",40.61305185437233
训练中心,1510162,97,制造工程体验,2,杨忠昌,18,0,0,"3-4(全周),3-3(全周)",43.15817236794352
训练中心,1510162,98,制造工程体验,2,梁雄,18,0,0,"5-2(全周),5-1(全周)",41.919196529555215
训练中心,1510162,99,制造工程体验,2,杨忠昌,18,0,0,"5-4(全周),5-3(全周)",32.771194132177364
训练中心,1510172,90,创意设计与制造,2,张琦,15,7,3,"2-2(全周),2-1(全周)",13.329940349540031
训练中心,1510192,90,创业导引—与创业名家面对面,2,杨建新,20,0,5,2-6(全周),41.059530207509745
训练中心,1510243,90,大数据与机器智能,3,陈震,13,0,3,"2-4(1-12周),2-3(1-12周)",31.607196820953078
训练中心,1510252,90,智能移动机器人设计、编程与实践,2,陈震,10,3,0,"6-4(前八周),6-3(前八周)",18.173386561846762
训练中心,1510272,90,技术创新方法与实践,2,李璠,16,6,0,4-6(1-11周),16.368360081497986
训练中心,1510292,91,个性化3D设计与实现,2,杜平,20,6,0,"3-4(1-12周),3-3(1-12周)",14.622695802361338
