开课院系,课程号,课序号,课程名,学分,主讲教师,本科生课容量,本科生课余量,研究生课容量,研究生课余量,上课时间,课程特色,年级,通识选秀课组
日新书院,44720113,8,经典研读与专题研讨（1）,3,谢琰,10,3,0,0,3-6(全周),专题研讨课,2023,
日新书院,44720113,9,经典研读与专题研讨（1）,3,石小力,10,7,0,0,"3-4(全周),3-3(全周)",专题研讨课,2023,
日新书院,44720223,1,经典研读与专题研讨（3）,3,方诚峰,5,3,0,0,(全周),,2022,
日新书院,44720223,2,经典研读与专题研讨（3）,3,刘晓峰,5,1,0,0,(全周),,2022,
日新书院,44720223,3,经典研读与专题研讨（3）,3,侯旭东,5,3,0,0,(全周),,2022,
日新书院,44720223,4,经典研读与专题研讨（3）,3,王奇,5,3,0,0,(全周),,2022,
日新书院,44720223,5,经典研读与专题研讨（3）,3,孙正军,5,1,0,0,(全周),,2022,
日新书院,44720223,6,经典研读与专题研讨（3）,3,熊鹰,5,1,0,0,(全周),,2022,
日新书院,44720223,7,经典研读与专题研讨（3）,3,袁先欣,5,0,0,0,(全周),,2022,
日新书院,44720223,8,经典研读与专题研讨（3）,3,谢琰,5,0,0,0,(全周),,2022,
日新书院,44720223,9,经典研读与专题研讨（3）,3,石小力,5,2,0,0,(全周),,2022,
未央书院,44730011,1,国器材料探微,1,吕瑞涛,31,0,0,0,(前八周),实验课,2024,
未央书院,44730011,2,国器材料探微,1,吕瑞涛,31,2,0,0,(后八周),实验课,2024,
未央书院,44730031,1,测控技术与仪器验证探索(1),1,邓磊,5,0,0,0,4-2(前八周),实验课; 实践课;,2023,
未央书院,44730031,2,测控技术与仪器验证探索(1),1,马潇潇,5,0,0,0,4-2(前八周),实验课; 实践课;,2023,
未央书院,44730031,3,测控技术与仪器验证探索(1),1,张海涛,5,0,0,0,4-2(前八周),实验课; 实践课;,2023,
未央书院,44730031,4,测控技术与仪器验证探索(1),1,杨原牧,5,0,0,0,4-2(前八周),实验课; 实践课;,2023,
未央书院,44730031,5,测控技术与仪器验证探索(1),1,袁夏明,5,0,0,0,4-2(前八周),实验课; 实践课;,2023,
未央书院,44730041,1,测控技术与仪器验证探索(2),1,邓磊,5,5,0,0,4-2(后八周),实践课,2023,
未央书院,44730041,2,测控技术与仪器验证探索(2),1,马潇潇,5,5,0,0,4-2(后八周),实践课,2023,
未央书院,44730041,3,测控技术与仪器验证探索(2),1,张海涛,5,5,0,0,4-2(后八周),实践课,2023,
未央书院,44730041,4,测控技术与仪器验证探索(2),1,杨原牧,5,5,0,0,4-2(后八周),实践课,2023,
未央书院,44730041,5,测控技术与仪器验证探索(2),1,袁夏明,5,5,0,0,4-2(后八周),实践课,2023,
未央书院,44730122,0,材料化学,2,赵凌云,40,0,0,0,5-4(全周),,2022,
未央书院,44730134,0,电力电子器件与应用,4,姬世奇,60,18,0,0,"3-3(全周),1-3(全周)",,2022,
未央书院,44730143,1,微纳制造探索（2）,3,柴智敏,5,0,0,0,"1-4(前八周),1-3(前八周…",实验课; 实践课;,2022,
未央书院,44730143,2,微纳制造探索（2）,3,赵乾,5,3,0,0,"1-4(全周),1-3(全周)",实验课; 实践课;,2022,
未央书院,44730152,0,微纳材料探索,2,耿志挺,40,14,0,0,(全周),实验课; 实践课;,2022,
未央书院,44730163,1,生医机械工程探索（2）,3,张婷,5,0,0,0,"5-2(后八周),5-2(前八周)",实践课,2022,
未央书院,44730163,2,生医机械工程探索（2）,3,张洪玉,5,0,0,0,5-2(全周),实践课,2022,
行健书院,44750025,0,综合论文训练,15,徐芦平,10,10,0,0,(全周),实践课,2021,
求真书院,44760143,0,量子计算导论,3,魏朝晖,40,31,0,0,3-2(全周),,,
求真书院,44760184,1,实分析,4,吴云辉,45,6,0,0,"3-2(全周),1-3(全周)",,2023,
求真书院,44760184,2,实分析,4,孙巍峰,45,31,0,0,"3-2(全周),1-3(全周)",,2023,
求真书院,44760234,0,统计推断,4,杨帆,40,2,0,0,"3-4(全周),5-1(全周)",,,
求真书院,44760253,0,深度学习方法与应用,3,庞彤瑶,40,13,0,0,5-2(全周),,,
求真书院,44760264,0,偏微分方程数值解法,4,苏春梅,40,19,0,0,"1-1(全周),3-3(全周)",,,
求真书院,44760330,0,综合论文训练,10,CHEUNG…,60,9,0,0,(全周),,2021,
求真书院,44760374,0,离散优化导论,4,周源,40,33,0,0,"5-4(全周),2-1(全周)",,,
求真书院,44760384,0,代数簇,4,郑志伟,40,29,0,0,"2-3(全周),4-1(全周)",,,
求真书院,44760392,0,MATLAB程序设计,2,蔡云峰,40,34,0,0,1-3(全周),,,
为先书院,44770042,0,科技创新与挑战3C,2,腾轶超,10,7,0,0,(全周),实验课,2022,
为先书院,44770062,0,科技创新与挑战4A,2,邵洋,30,23,0,0,"2-4(全周),2-3(全周)",实践课,2022,
为先书院,44770072,0,科技创新与挑战4B,2,李玉和,40,29,0,0,"1-4(全周),1-3(全周)",实践课,2022,
为先书院,44770082,0,科技创新与挑战4C,2,陈慧军,36,26,0,0,"4-2(全周),4-1(全周)",实践课,2022,
为先书院,44770092,0,科技创新与挑战4D,2,李铁夫,24,12,0,0,"2-4(全周),2-3(全周)",实践课,2022,
为先书院,44770103,0,国内外研学与工程实践,3,洪波,120,107,0,0,(全周),实践课,2022,
医学院,45000012,0,医学人工智能基础与实践,2,李翀,70,4,0,0,1-4(全周),实践课,2022,
基础医学院,45010014,1,消化系统（OSFM）,4,王大亮,34,3,0,0,"4-3(前八周),1-1(前八周…",实验课,2022,
基础医学院,45010014,2,消化系统（OSFM）,4,王大亮,34,5,0,0,"1-1(后八周),3-3(后八周…",实验课,2022,
基础医学院,45010022,1,生殖系统（OSFM）,2,王大亮,34,4,0,0,"4-3(5-8周),4-2(5-8周),1…",实验课,2022,
基础医学院,45010022,2,生殖系统（OSFM）,2,王大亮,34,4,0,0,"4-4(13-16周),4-3(13-16…",实验课,2022,
基础医学院,45010032,1,泌尿系统（OSFM）,2,谢兰,35,5,0,0,"4-4(1-4周),4-3(1-4周),4…",实验课,2022,
基础医学院,45010032,2,泌尿系统（OSFM）,2,谢兰,34,3,0,0,"3-1(9-12周),4-4(9-12周…",实验课,2022,
基础医学院,45010042,1,内分泌系统（OSFM）,2,吴宁,34,3,0,0,"5-4(前八周),3-1(前八周…",,2022,
基础医学院,45010042,2,内分泌系统（OSFM）,2,吴宁,34,4,0,0,"5-4(后八周),3-1(后八周…",,2022,
建筑学院,60000021,0,建筑类论文写作方法,1,张昕,0,0,190,54,4-6(前八周),,,
建筑学院,60000021,200,建筑类论文写作方法,1,林冠婧,0,0,50,12,4-6(3-10周),,,
建筑学院,60000031,0,科技论文写作与学术报告,1,许瑛,0,0,20,1,1-2(后八周),,,
土木系,60030021,0,论文写作,1,王法承,0,0,30,0,1-1(前八周),,,
环境学院,60050011,0,环境科学与工程前沿讲座,1,李金惠,0,0,60,0,4-6(前八周),,,
环境学院,60050032,0,人文视野中的环境问题及对策,2,陆文静,0,0,20,3,3-4(全周),全外文授课,,
精仪系,60130013,200,测试信号分析与处理,3,周倩,0,0,20,0,4-2(全周),,,
精仪系,60130023,200,测试技术,3,倪凯,0,0,20,0,2-2(全周),外文教材，中文为主进行授课(双语课),,
精仪系,60130551,0,研究生科学素养与伦理,1,孙洪波,0,0,90,20,2-3(前八周),,,
能动系,60140014,0,高等传热学,4,符泰然,0,0,40,9,"3-3(全周),5-3(全周)",,,
能动系,60140042,0,科技论文的阅读、写作和演讲,2,任静,0,0,10,0,1-1(全周),,,
车辆学院,60150012,0,科研伦理与学术表达,2,杨福源,0,0,100,12,1-3(全周),,,
车辆学院,60150022,0,老子领导力哲理,2,连小珉,10,5,20,14,3-6(全周),,,
工业工程系,60160021,1,工业工程伦理,1,雷毅,0,0,150,14,(16周),,,
工业工程系,60160021,2,工业工程伦理,1,雷毅,0,0,150,43,(9周),,,
工业工程系,60168012,1,领导与沟通,2,皋琴,0,0,95,20,"7-4(3,6,10,14周),7-3(3,…",,,
工业工程系,60168012,2,领导与沟通,2,皋琴,0,0,95,20,"7-4(4,8,12,15周),7-3(4,…",,,
工业工程系,60168012,3,领导与沟通,2,饶培伦,0,0,65,4,(12周),,,
工业工程系,60168012,4,领导与沟通,2,饶培伦,0,0,45,30,4-2(全周),全外文授课,,
工业工程系,60168022,0,工程管理中的财务与投资,2,刘淑莲,0,0,150,86,(5周),,,
工业工程系,60168032,1,管理经济学,2,刘大成,0,0,95,21,"5-2(3,6,10,14周),5-1(3,…",,,
工业工程系,60168032,2,管理经济学,2,刘大成,0,0,95,16,"5-4(4,8,12,15周),5-3(4,…",,,
工业工程系,60168032,3,管理经济学,2,刘大成,0,0,65,0,(14周),,,
工业工程系,60168042,1,工程管理中的市场与营销,2,于瑞峰,0,0,80,29,"5-2(5,9,13,16周),5-1(5,…",,,
工业工程系,60168042,2,工程管理中的市场与营销,2,于瑞峰,0,0,80,16,"6-4(4,8,12,15周),6-3(4,…",,,
工业工程系,60168042,3,工程管理中的市场与营销,2,于瑞峰,0,0,55,19,(12周),,,
工业工程系,60168042,4,工程管理中的市场与营销,2,于瑞峰,0,0,60,36,(16周),,,
工业工程系,60168052,1,工程管理中的定量分析方法,2,黄红选,0,0,80,26,"6-4(3,6,10,14周),6-3(3,…",,,
工业工程系,60168052,2,工程管理中的定量分析方法,2,赵晓波,0,0,80,17,"6-4(5,9,13,16周),6-3(5,…",,,
工业工程系,60168052,3,工程管理中的定量分析方法,2,赵晓波,0,0,55,17,(10周),,,
工业工程系,60168062,1,战略管理,2,蔡临宁,0,0,80,26,"5-2(3,6,10,14周),5-1(3,…",,,
工业工程系,60168062,2,战略管理,2,蔡临宁,0,0,80,17,"5-4(4,8,12,15周),5-3(4,…",,,
工业工程系,60168062,3,战略管理,2,蔡临宁,0,0,55,18,(14周),,,
工业工程系,60168062,4,战略管理,2,蔡临宁,0,0,60,6,(8周),,,
工业工程系,60168062,5,战略管理,2,祁炜,0,0,35,24,"3-4(前八周),3-3(前八周)",全外文授课,,
电机系,60220052,0,能源互联网领域的创新创业,2,张品佳,0,0,38,8,"6-4(12-14,16周),6-3(12…",,,
数学系,60230014,200,随机过程,4,郭早阳,0,0,40,6,"3-2(1-11周),1-2(1-11周)",,,
电子系,60230023,0,模式识别,3,王贵锦,0,0,120,57,"5-4(全周),5-3(全周)",,,
电子系,60230023,200,模式识别,3,王兴军,0,0,30,0,5-2(全周),,,
电子系,60230052,0,系统创新技术与创业实践,2,马骋,10,7,40,0,5-3(全周),,,
电子系,60230072,0,电子工程专业英语写作与表达,2,孙皓,10,3,30,2,5-2(全周),全外文授课,,
电子系,60230082,0,创业开发,2,陈文华,15,11,35,0,2-6(全周),,,
计算机系,60240063,0,微型计算机系统接口技术,3,周悦芝,0,0,25,15,"2-4(全周),2-3(全周)",,,
自动化系,60250074,0,现代控制理论,4,石宗英,0,0,55,13,"3-2(全周),1-4(全周)",,,
自动化系,60250093,200,计算机网络与多媒体技术实验与设计,3,王学谦,0,0,20,1,"4-2(全周),4-1(全周)",,,
自动化系,60250101,0,英文科技论文写作与学术报告,1,管晓宏,0,0,120,0,4-6(5-10周),全外文授课,,
自动化系,60250101,200,英文科技论文写作与学术报告,1,董恺琛,0,0,100,13,3-2(前八周),全外文授课,,
自动化系,60250113,0,矩阵分析与应用,3,韩芳明,0,0,50,0,5-2(全周),,,
自动化系,60250121,0,数据伦理,1,张佐,5,3,165,20,1-6(前八周),,,
自动化系,60250131,200,大数据科学与应用系列讲座,1,王智,0,0,140,41,4-6(后八周),,,
航院,60310013,0,航天医学工程,3,姜长青,35,28,10,2,(全周),,,
航院,60310051,0,研究生学术写作与表达,1,吴子牛,0,0,60,0,5-3(前八周),,,
工物系,60320053,0,流动与传热传质过程的数值模拟,3,李和平,10,10,20,4,3-2(全周),,,
工物系,60320081,0,核工程伦理,1,王学武,0,0,50,4,4-1(后八周),全外文授课,,
航院,60330053,0,断裂力学,3,刘彬,10,6,30,5,1-2(全周),,,
航院,60330093,0,高等实验固体力学,3,谢惠民,0,0,10,6,2-2(全周),,,
化工系,60340011,1,化学工程伦理,1,赵劲松,0,0,25,17,2-3(前八周),,,
化工系,60340011,2,化学工程伦理,1,杜伟,0,0,30,0,2-3(前八周),,,
数学系,60420024,201,高等数值分析,4,郑向远,0,0,45,0,"3-4(全周),1-4(全周)",,,
数学系,60420024,202,高等数值分析,4,景路,0,0,30,0,"3-2(全周),2-2(全周)",,,
数学系,60420044,0,数值分析A,4,殷东生,0,0,70,0,"2-1(全周),4-2(全周)",,,
数学系,60420084,0,偏微分方程数值解,4,黄忠亿,20,4,40,18,"3-4(全周),1-4(全周)",,,
数学系,60420123,0,实验设计与数据处理,3,房祥忠,0,0,120,1,4-2(全周),,,
数学系,60420123,201,实验设计与数据处理,3,曾楠,0,0,100,33,2-2(全周),,,
数学系,60420123,202,实验设计与数据处理,3,刘乐,0,0,60,7,1-2(全周),,,
数学系,60420153,0,应用近世代数,3,宗正宇,10,5,70,3,4-2(全周),,,
数学系,60420174,0,现代优化方法,4,邢文训,0,0,80,0,"2-4(全周),4-1(全周)",,,
数学系,60420214,0,不确定规划,4,刘宝碇,10,6,160,14,"2-1(全周),4-2(全周)",,,
数学系,60420254,0,数值分析,4,李宏杰,0,0,50,7,"2-1(全周),4-2(全周)",全外文授课,,
物理系,60430024,0,群论,4,阮东,52,15,85,23,"3-2(全周),5-1(全周)",,,
物理系,60430044,0,固体理论,4,段文晖,13,0,42,14,"2-1(全周),4-2(全周)",,,
物理系,60430083,0,激光光谱与检测技术,3,薛平,5,4,30,20,2-2(全周),,,
物理系,60430104,0,高等物理实验专题,4,宁传刚,0,0,50,40,"5-4(后八周),5-3(后八周…",,,
化学系,60440023,200,现代仪器分析方法与实验,3,谭英,0,0,20,14,"2-5(后八周),2-4(后八周…",,,
生命学院,60450014,200,现代生命科学与生物技术实验,4,马岚,0,0,30,16,"4-1(后八周),1-2(后八周…",外文授课比例≥50%(双语课),,
生命学院,60450021,200,生命职业伦理和科学道德规范,1,谢伟东,0,0,50,5,1-4(1-6周),,,
生命学院,60450041,1,科技写作训练,1,齐天从,0,0,60,0,1-3(后八周),,,
生命学院,60450041,2,科技写作训练,1,吝易,0,0,60,0,1-4(后八周),,,
生命学院,60450041,3,科技写作训练,1,刘念,0,0,60,33,2-3(后八周),,,
生命学院,60450041,4,科技写作训练,1,米达,0,0,60,0,2-4(后八周),,,
生命学院,60450041,5,科技写作训练,1,陈浩东,0,0,60,7,3-3(后八周),,,
生命学院,60450041,6,科技写作训练,1,SHI HANG,0,0,60,48,3-4(后八周),,,
生命学院,60450041,7,科技写作训练,1,王海峰,0,0,60,28,5-3(后八周),,,
生命学院,60450041,8,科技写作训练,1,周帆,0,0,60,35,5-4(后八周),,,
经管学院,60510012,0,创业领导力,2,吴志明,10,3,40,1,1-6(前八周),,,
深研生院,60510042,200,创业启蒙,2,李丘林,0,0,25,0,"5-4(1-11周),5-3(1-11周)",,,
经管学院,60510082,200,高新企业的创办与管理,2,LIN JIAN…,0,0,40,28,2-4(全周),,,
经管学院,60510102,0,创办新企业,2,高建,6,2,54,1,2-6(2-12周),,,
经管学院,60510142,1,公司金融,2,JIA NING,0,0,75,75,"2-2(1-8,12-13,16周),2-…",全外文授课,,
经管学院,60510142,2,公司金融,2,朱玉杰,0,0,75,75,"6-4(2,4,6周),6-3(2,4,6…",,,
经管学院,60510142,3,公司金融,2,朱玉杰,0,0,100,49,2-6(前八周),,,
经管学院,60510202,201,大数据管理与创新,2,冯娟,0,0,80,75,3-2(1-11周),,,
经管学院,60510202,202,大数据管理与创新,2,梁湧,0,0,70,70,(前八周),,,
经管学院,60510251,0,创新、知识产权、商业战略,1,杨德林,10,8,50,35,4-6(后八周),,,
经管学院,60510341,0,宏观经济学：中国经济,1,白重恩,0,0,60,60,"7-1(8-9周),1-5(8-9周),1…",,,
经管学院,60510382,0,研究生学术论文写作,2,黄京华,0,0,20,5,5-3(全周),,,
经管学院,60510382,200,研究生学术论文写作,2,冯娟,0,0,5,1,"3-4(后八周),3-3(后八周)",,,
经管学院,60510392,0,科技企业的创立与成长,2,张佳音,0,0,30,0,"7-1(9,13周),6-4(9,13周…",,,
经管学院,60510411,0,研究生学术写作,1,黄京华,0,0,30,6,3-2(后八周),,,
经管学院,60510432,201,综合学术训练,2,王自干,0,0,43,39,"7-1(6周),1-4(15周),1-3(…",,,
管学院,60510475,0,创业进阶实践,5,何平,20,20,100,100,(全周),,,
经管学院,60510481,0,中拉青年应对全球挑战 I,1,陈涛涛,0,0,30,30,(1-4周),全外文授课,,
经管学院,60510491,0,中拉青年应对全球挑战II,1,陈涛涛,0,0,30,30,(1-4周),全外文授课,,
公管学院,60590021,0,公共危机管理,1,彭宗超,0,0,40,9,1-4(前八周),,,
公管学院,60590042,0,中国政府运作,2,郑振清,0,0,52,16,5-4(全周),,,
公管学院,60590071,0,公共管理伦理,1,桂天晗,0,0,50,2,2-6(1-5周),全外文授课,,
公管学院,60590082,0,中国传统治理思想经典导读,2,王名,0,0,70,0,6-6(前八周),,,
金融学院,60600071,0,硕士生专题研究II,1,王正位,0,0,30,12,(前八周),,,
金融学院,60600071,1,硕士生专题研究II,1,陈卓,2,2,30,1,(前八周),,,
金融学院,60600071,2,硕士生专题研究II,1,胡杏,0,0,30,8,(前八周),,,
金融学院,60600071,3,硕士生专题研究II,1,施展,0,0,30,7,(前八周),,,
社科学院,60610221,0,科研规范,1,李正风,0,0,75,14,1-3(前八周),,,
社科学院,60610231,0,工程伦理,1,李正风,0,0,450,77,3-6(前八周),,,
社科学院,60610231,1,工程伦理,1,吴行军,0,0,100,100,3-6(5-8周),,,
社科学院,60610231,2,工程伦理,1,金涛,0,0,70,70,3-6(5-8周),,,
社科学院,60610231,3,工程伦理,1,姜齐荣,0,0,50,50,3-6(5-8周),,,
社科学院,60610231,4,工程伦理,1,徐丰力,0,0,40,40,3-6(5-8周),,,
社科学院,60610231,5,工程伦理,1,李培杰,0,0,30,30,3-6(5-8周),,,
社科学院,60610231,6,工程伦理,1,孙洪波,0,0,30,30,3-6(5-8周),,,
语言中心,60640522,200,中国文化概览,2,刘丽莎,0,0,30,0,2-3(全周),全外文授课,,
语言中心,60640552,1,中国哲学新视野,2,周允程,0,0,50,21,"1-4(前八周),1-3(前八周)",,,
法学院,60660032,0,工程管理中的法律,2,吴伟光,0,0,150,0,(2周),,,
法学院,60660053,0,中国法律和中国社会概论,3,郭琛,0,0,30,0,"5-4(前八周),5-3(前八周…",全外文授课,,
新闻学院,60670033,0,全球胜任力专题调研,3,张莉,0,0,20,20,(全周),,,
马克思主义学院,60680002,1,新时代中国特色社会主义理论与实践,2,林毅,0,0,150,0,"1-4(前八周),1-3(前八周)",,,
马克思主义学院,60680002,2,新时代中国特色社会主义理论与实践,2,孙洁民,0,0,120,0,"3-4(前八周),3-3(前八周)",,,
马克思主义学院,60680002,201,新时代中国特色社会主义理论与实践,2,雷毅,0,0,110,0,1-6(2-12周),,,
马克思主义学院,60680002,202,新时代中国特色社会主义理论与实践,2,雷毅,0,0,110,0,2-6(2-12周),,,
马克思主义学院,60680002,203,新时代中国特色社会主义理论与实践,2,雷毅,0,0,110,0,3-6(2-12周),,,
马克思主义学院,60680002,204,新时代中国特色社会主义理论与实践,2,雷毅,0,0,110,0,4-6(2-12周),,,
马克思主义学院,60680002,205,新时代中国特色社会主义理论与实践,2,杨舰,0,0,110,44,"1-5(2-12周),1-4(2-12周)",,,
马克思主义学院,60680002,206,新时代中国特色社会主义理论与实践,2,杨舰,0,0,110,19,"2-5(2-12周),2-4(2-12周)",,,
马克思主义学院,60680002,207,新时代中国特色社会主义理论与实践,2,杨舰,0,0,110,7,4-6(2-12周),,,
马克思主义学院,60680002,208,新时代中国特色社会主义理论与实践,2,杨舰,0,0,110,83,"5-5(2-12周),5-4(2-12周)",,,
马克思主义学院,60680002,209,新时代中国特色社会主义理论与实践,2,李桦,0,0,35,4,"5-6(1,3,5,7周),5-5(1,3,…",,,
马克思主义学院,60680021,1,自然辩证法概论,1,肖广岭,0,0,225,0,1-3(前八周),,,
马克思主义学院,60680021,2,自然辩证法概论,1,肖广岭,0,0,225,0,1-4(前八周),,,
马克思主义学院,60680021,201,自然辩证法概论,1,董铠军,0,0,110,23,1-2(1-6周),,,
马克思主义学院,60680021,202,自然辩证法概论,1,董铠军,0,0,110,30,2-2(1-6周),,,
